Code,Designation,Stock,Emplacement,Prix d'achat,Prix de vente HT,Prix de vente TTC,
30345,TOC AMORTISSEUR CLIO /DACIA,-1,F,13.985,18.879,22.466,
004745,AMORTISSEUR AR FLUENCE,0,7A*,86.900,117.315,139.604,
30319,AXE TRAIN AR LOGAN 1.5DCI,1,4B,37.000,74.000,88.060,
8200011107X,CONNECTION TRAVERSE MEGANE II D ,0,5A*,38.256,51.645,61.457,
ART0007629,PAREBOUE AV BERLINGO G,-1,,0.000,0.000,0.000,
ART0007889,MAL .,-1,,953.839,1287.682,1532.341,
ART0008153,MONTANT PAREBRISE G,0,,0.000,0.000,0.000,
GF655,SOUPAPE ADM R5/R9/R11 ESS,0,16A*,6.407,8.649,10.292,
1EL008862-201,OPTIQUE SCENIC II D *AVEC LOUPE*,0,,494.624,667.742,794.612,
ART0008971,AGR.,0,,0.000,0.000,0.000,
552047,AILE AV CLIO NM D,0,DEPOT**,29.950,41.930,49.896,
24-1185,POMPE A EAU 1.6DCI,1,10B,82.499,152.623,181.621,
DS7101236,CACHE REMORQUAGE PARECHOC AV QASHQAI J10 FACE I,3,17*,22.801,38.305,45.582,
6885,CAOUTCHOU DE BARRE MEGANE III /FLUENCE,2,R13**,17.750,23.962,28.514,
2012189052R,OPTIQUE ASTRA J D,0,,297.588,401.743,478.074,
8711,DURITE RADIATEUR CLIO CHIPIE,1,4F2,12.809,17.292,20.577,
02029,COMMODO LUMIERE CLASSIC /SYMBOL,0,,47.371,63.950,76.100,
6126178,RETROVISEUR CLIO 4 D *ELECTRIQUE*,1,,141.900,191.565,227.962,
11015013,CAPOT MOTEUR CLIO III,1,DEPOT**,175.492,236.914,281.927,
47293Z,BIELLE SUSP CLIO III /CLIO 4 / MICRA /CAPTURE,0,2F,14.997,23.995,28.554,
SY-RN06-05R,AILE AV SYMBOL II D,0,DP,106.747,144.108,171.488,
4911034,TRIANGLE QASHQAI J10 D,0,8C**,117.779,159.001,189.211,
22576,TETE CARDAN QASHQAI 1.6 ESS,1,6CF**,84.200,159.980,190.376,
SYNS052G-001DL,AILE AV QASHQAI J11 G,1,DP,193.967,261.855,311.607,
ART0013383,VASE D'eau clio. ,-1,,0.000,0.000,0.000,
6PK1195I,COURROIE ALT *6PK1195*,1,T**,34.498,46.572,55.420,
0959/1,GUIDE SOUPAPE CLASSIC /MEGANE 16V,0,,6.594,8.901,10.592,
CCL-RE-003,REFREGERANT 2.2DCI,1,,229.904,310.370,369.340,
9795,TUBE D'EAU TRAFIC /LAGUNA 1.9DCI,0,9E2,30.125,40.668,48.394,
CR615000S,RADIATEUR D'EAU CLIO I---98,0,,144.998,144.998,172.547,
9012X-KF,FILTRE GASOIL MEGANE III ,0,1,38.468,59.625,70.953,
GDB3294,PATIN AR QASHQAI J10 /JUKE,0,,62.028,83.737,99.647,
H0100-HV0MB,PORTE AV QASHQAI J11 D,-1,,1850.000,2275.500,2707.845,
034504,APPAREIL M.GLACE AV D SUP5 2PORTE,0,,39.401,49.251,58.608,
10163712,FILTRE GASOIL CLIO /MEGANE DCI,0,,28.900,43.350,51.586,
11075100,JOINT CACHE SOUPAPE CLIO BOMBEÉ*METAL*,0,,6.923,15.231,18.124,
132007,HUILE MOTEUR MAX-PLUS 15W40 1L,0,,4.429,5.758,6.852,
17.0058,CARDAN CLIO KANGOO,0,,78.792,102.430,121.891,
AN-984B,BOUTON LEVE VITRE QASHQAI J10 G,0,8B,95.992,148.787,177.056,
12442184,AMORTISSEUR AV MEGANE II,0,**,89.646,121.022,144.016,
2950RA 0.75,JEUX DE COUSS B R9 /EXP /R19 *0.75*,0,,22.019,30.827,36.684,
3367,FEU DE PLAQUE MEGANE II /SYMBOL,7,16EC**,18.854,25.452,30.287,
40012Z,KIT CHAINE LAGUNA /TRAFIC /ESPACE 163D,0,16B,173.063,250.941,298.619,
40667,SUPPORT B.V CLIO NM,0,,13.750,22.000,26.180,
4519,CYLINDRE DE ROUE AR R5,0,5D**,7.845,10.199,12.136,
506674,POMPE A EAU MEGANE /DACIA 1.5DCI,1,10A,75.499,101.923,121.288,
561257CH,JEUX DE DISQUE AV EXP /SUP5 /R9,1,1,80.998,109.347,130.122,
6139232,RETROVISEUR MEGANE III G *ELECTRICQUE*,0,,101.611,142.255,169.283,
62500-JD200,PLAGE AV QASHQAI J10,0,,209.583,282.937,336.695,
7700694741,COURROIE ALT R21/TRAFIC DIESEL,0,,11.679,15.183,18.067,
7702253198X,PAREBOUE AV R19 G/D,0,,13.090,20.944,24.923,
817687,RADIATEUR CLIMATISEUR KANGOO NM ,0,,125.918,163.693,194.794,
8200700047,FEU AR SYMBOL I D,0,,120.409,148.103,176.242,
884,OPTIQUE LOGAN G/D,0,,91.999,119.599,142.322,
BM361,RADIATEUR D'EAU TRAFIC NM DIESEL *GM*,0,,285.179,370.733,441.172,
22128,SUPPORT B.V LAGUNA II 1.9DCI,1,4A,64.998,87.747,104.418,
P1-RSB2B,SOUS PARECHOC AV CLIO II ,0,T**,87.364,117.941,140.349,
RCL41,GRILLE PARECHOC CLIO III FACE I,-1,DEPOT*,40.000,64.000,76.160,
30381,RETROVISEUR LOGAN AM D,1,,27.785,41.678,49.596,
422747,CABLE EMBRAYAGE 206,0,,37.190,50.206,59.745,
6190,TRIANGLE MEGANE II D *AX16*,1,6F,55.530,72.189,85.904,
8200171472,FEU AR MASTER 98 G,0,,39.795,53.723,63.930,
ART0007630,OPTIQUE AV G BERLINGO,-1,,0.000,0.000,0.000,
ART0007890,LUNETTE AR .,-2,,193.277,260.923,310.498,
ART0008154,MONTANT PAREBRISE D,0,,0.000,0.000,0.000,
80008Z,RADIATEUR D'EAU R21/TRAFIC DIESEL,0,DEPOT,151.087,203.967,242.720,
OP4141001,PARECHOC AV ASTRA 2007---,0,,201.654,201.654,239.968,
001RN002,CABLE VITESSE CLIO III *BLEU*,0,,69.680,94.068,111.940,
552048,AILE AV CLIO NM G,0,DEPOT*,29.950,40.432,48.114,
850107198S,PARECHOC AR LOGAN MCV *2014*,0,,596.406,733.579,872.959,
RN9187303,RETROVISEUR KANGOO III D *ELECTRIQUE*,0,,135.178,182.490,217.163,
JM7053,JOINT CACHE SOUPAPE CLASSIC /SYMBOL ,0,7B*,34.149,46.101,54.860,
2012190052L,OPTIQUE ASTRA J G,0,,297.588,401.743,478.074,
217101HC1A,VASE D'EAU MICRA K13,3,BUREAU,23.207,127.638,151.889,
265502081R,FEU AR LOGAN MCV D NM,0,DEPOT**,175.239,236.572,281.520,
03337,BAGUETTE DE PORTE AR MEGANE II G,0,,5.981,21.232,25.266,
CI-ES-8465,ROTULE DIRECTION C5 G,0,,37.603,37.603,44.747,
ART0011607,SUPPORT PARECHOC G.,-1,,0.000,0.000,0.000,
RX16503,TENDEUR DE CHAINE MASTER II /LAGUNA II /TRAFIC II ,1,15B,43.430,58.630,69.769,
ART0012582,ROULEMENT AR CORSA C,-1,,0.000,0.000,0.000,
4PK865K,COURROIE 4PK865,0,T**,7.498,10.122,12.045,
9175,DURITE CHAUFFAGE MEGANE II,0,4F1,89.998,121.497,144.581,
7376041,CREMAILLERE QASHQAI J11,1,BUREAU,549.943,797.417,948.926,
RE0141G,VER RETROVISEUR CLIO II G,1,13A,14.443,19.498,23.202,
AH73000S,RADIATEUR CHAUFFAGE CLIO /SYMBOL /CLASSIC,0,FA,97.783,132.007,157.088,
CCL-RE-009,REFREGERANT MEGANE 4 1.4TCE,1,,199.859,269.809,321.072,
CL-16429,SUPPORT PARECHOC AV CLIO 4 *LATERAL* KIT,1,17*,55.871,75.425,89.755,
420008610,POUSSOIR QASHQAI 1.6DCI,0,,14.499,19.573,23.291,
X58107-01,JOINT COLLECTEUR CLIO BOMBÉ *JEUX*,0,A5*,19.826,26.765,31.850,
165465FN1A ,FILTRE A AIR CLIO 5 /JUKE F16,0,,0.000,0.000,0.000,
2954021,KIT TOC AMORTISSEUR CLIO 4 /CAPTURE,0,FA,77.314,104.373,124.203,
034505,APPAREIL M.GLACE AV G SUP5 2PORTE,0,,39.401,49.251,58.608,
10164809,POMPE A HUILE CLIO /KANGOO,0,,99.136,128.877,153.363,
11092600,JOINT CACHE SOUPAPE CLASSIC *16V*,-1,,12.300,20.910,24.882,
132025,HUILE MOTEUR MAX PLUS 15W40 4L,0,,16.114,20.948,24.928,
17-0033,CARDAN CLIO CHIPIE G,-1,,98.307,231.021,274.914,
212186,CYLINDRE DE ROUE MASTER AM,2,3D,21.000,27.300,32.487,
247072,POMPE ESSENCE R9/R19/EXP ,0,,34.778,43.473,51.732,
2950RA 0.25,JEUX DE COUSS B R9/R19/EXP *0.25*,-2,,23.226,30.194,35.930,
33724,MANO DE CULASSE CLIO /KANGOO NM ,0,A1**,20.148,27.199,32.366,
4001319,SUPPORT B.V TRAFIC,1,4D1,15.900,38.955,46.356,
40672,SUPPORT MOTEUR D MEGANE II,0,,38.525,57.788,68.767,
451950,ROTULE DIRECTION TRAFIC,0,,5.848,9.357,11.134,
506780,POMPE A EAU CLASSIC,1,10A,83.560,112.806,134.239,
561336,JEUX DE DISQUE AV CLIO NM/KANGOO *PM*,0,,70.175,94.736,112.735,
6140232,RETROVISEUR MEGANE D 2009,0,,97.625,141.556,168.451,
070101AR,OPTIQUE CLIO CHIPIE D,0,,49.220,68.908,82.000,
7700704705,JEUX DE DISQUE*561235* ALTO,0,,28.860,43.290,51.515,
7702253209,GACHE DE PORTE TOUT TYPE,-1,,1.174,2.935,3.492,
817999,RADIATEUR TURBO CLIO III,0,,217.726,293.930,349.776,
8200700420,CALANDRE SYMBOL,0,,79.182,95.018,113.071,
88493,FEU AR KANGOO NM G,0,,39.659,55.523,66.072,
BM361X,RADIATEUR D'EAU TRAFIC NM,0,,154.478,231.717,275.743,
22468,ROTULE SUSP MASTER II *AXE22*,-2,,19.985,27.979,33.295,
P1-RSB2S,PARECHOC AV CLIO CLASSIC NM/CAMPUS I LISSE,0,DP,139.800,188.730,224.588,
RCL42,PARECHOC AV CLIO III FACE I,0,DEPOT,253.000,328.900,391.391,
30421,POULIE ASSIS CLASSIC /LOGAN,0,16E,18.466,27.699,32.961,
303199,CARDAN 206 G,0,,180.954,244.287,290.701,
6PK1800C,COURROIE 6PK1800,0,,23.820,32.157,38.266,
8200171478,FEU AR MASTER 98 D,0,,39.795,53.723,63.930,
ART0007631,FEU DE POSITION AV G ,-1,,13.125,17.718,21.084,
ART0007891,BAGUETTE MAL (SPOILER),0,,0.000,0.000,0.000,
12442230,AMORTISSEUR AV CLIO II,-2,BUREAU,90.203,121.774,144.911,
PF021,MAITRE CYLINDRE R9 /R18 /R25,0,2**,58.281,78.679,93.628,
ART0008688,6PK1560,-2,,0.000,0.000,0.000,
R168.73,MOYEAU DE ROUE AV QASHQAI J10 /JUKE,2,FA,205.354,277.227,329.900,
C6316,BOBINE ALUMAGE PALIO,0,,46.700,46.700,55.573,
901000172R,MAL LOGAN MCV *2014*,0,,1455.040,1789.699,2129.741,
RN9187304,RETROVISEUR KANGOO III G *ELECTRIQUE*,0,,135.178,182.490,217.163,
80013Z,RADIATEUR D'EAU CLIO NM,0,DEPOT*,107.895,145.658,173.333,
99D66,CAPOT MOTEUR ASTRA J ,0,,312.071,421.295,501.341,
526116,DURITE TURBO QASHQAI 1.5DCI *PM* PLASTIQUE,0,11**,75.230,101.560,120.856,
112380004R ,SUPPORT B.V MEGANE III /FLUANCE,0,6CB**,99.550,164.257,195.465,
6140179,RETROVISEUR SYMBOL I D *ELECTRIQUE*,1,,107.685,145.374,172.995,
CI-ES-8466,ROTULE DIRECTION C5 D,0,,39.479,39.479,46.980,
31513,SUPPORT B.V LAGUNA NM/ESPACE,0,4A,52.497,70.870,84.335,
750220,OPTIQUE CLIO 98 G,1,DP,88.854,119.952,142.742,
20530078,TETE CARDAN MEGANE III /DOKKER,0,6CF**,55.956,75.540,89.892,
24-0724,POMPE A EAU MEGANE II ESS,0,12A**,69.499,93.823,111.649,
323069,RETROVISEUR SANDERO II /MCV G *MANUEL* ,0,**,75.481,101.899,121.259,
828075,KIT EMBRAYAGE KIA PICANTO /HYNDAI I10,0,,208.574,281.574,335.073,
8122,SUPPORT OPTIQUE FLUENCE FACE I D,0,DP,35.854,48.402,57.598,
17-70837,TRIANGLE JUKE D ,0,6E,70.069,94.593,112.565,
2212,TRIANGLE RETROVISEUR D'AILE DOKKER D,4,FA,25.626,57.658,68.613,
F178,FILTRE GASOIL CLIO 5 ,0,,0.000,0.000,0.000,
OP09-239,POMPE A HUILE 1.6DCI,0,,442.950,597.982,711.598,
4001793,SUPPORT B.V CLIO /KANGOO DIESEL,1,R1*,40.886,55.196,65.683,
FAF-RE-077,FILTRE A AIR MEGANE 4 TCE,0,13,19.653,26.531,31.571,
15999,DURITE TURBO ,0,,147.060,147.060,175.001,
034508,APPAREIL M.GLACE AR D SUP5,0,,36.864,47.923,57.028,
ART0011892,PARECHOC AV 206,-1,,0.000,0.000,0.000,
11093800,JOINT CACHE SOUPAPE CLIO BOMBEE *PLAST*,0,,9.300,16.740,19.920,
132052,RELAIS DE CHAUFFAGE EXP /R21,0,,27.993,36.391,43.305,
17-0034,CARDAN CLIO CHIPIE D,0,,178.230,240.610,286.325,
212308,CYLINDRE DE ROUE MEGANE,0,,19.156,26.052,31.001,
247077,POMPE ESSENCE R4,0,,28.879,36.099,42.957,
2950RA 0.50,JEUX DE COUSS B R9/R19/EXP *0.50*,-2,,23.349,30.354,36.121,
122072344R,JEUX DE COUSS L TCE (PIECE),0,,97.000,130.950,155.830,
4001320,SUPPORT MOTEUR TRAFIC,0,,28.708,37.320,44.410,
407005,MARMITTE AR EXPRESS NM,0,,36.820,47.866,56.960,
045230,JEUX DE SEGMENT Q78 D *2.0X2.0X3.0*,1,11A,39.450,74.166,88.257,
506863,POMPE A EAU LOGAN /MODUS 1.5DCI,0,12D*,72.885,98.394,117.088,
561346,JEUX DE DISQUE AV R21,0,,84.033,113.444,134.998,
120A13899R,PISTON TCE Q72.2,4,FA,162.015,218.720,260.276,
7014,ROTULE DIRECTION D/G R19,0,,13.085,16.356,19.463,
7700718509,POULIE ARBR A CAM R19/EXP,0,,73.692,99.484,118.385,
7702253293,PEDALE EMBRAYAGE EXP /R19 /SUP5,0,,30.033,39.043,46.461,
8180,JEUX DE MACHOIR MODUS /CLIO 2006,0,2*,40.891,55.202,65.690,
8200701114,TIRETTE CAPOT SYMBOL,-1,,32.881,42.745,50.866,
88750,TOC AMORTISSEUR DACIA *TAXI*,0,F*,26.100,36.540,43.482,
3567F,VASE D'EAU CLIO /KANGOO,0,11,17.379,23.461,27.918,
22698,JEUX DE DISQUE AV TRAFIC/VIVARO,0,,128.087,179.322,213.393,
P1-RSB4,PARECHOC AV SYMBOL 2013*VIDE*,0,,105.135,168.216,200.177,
RCL45,AILE AV CLIO III D,0,,58.388,81.743,97.274,
30434,OPTIQUE LOGAN D *COMERCIAL* ,0,,85.566,111.236,132.370,
026213P,JOINT CACHE SOUPAPE CLIO /KANGOO ESS *PLAST*,0,,9.579,13.410,15.957,
4000771,TRIANGLE TRAFIC II G,0,,91.000,127.400,151.606,
265550023,FEU AR MASTER III G,0,BUREAU,104.724,141.377,168.238,
ART0012236,OPTIQUE SWING G,0,,0.000,0.000,0.000,
ART0007892,POIGNEE MAL AR .,0,,0.000,0.000,0.000,
ART0012082,3PK1040,-1,,0.000,0.000,0.000,
RN1504,CAPOT MOTEUR DOKKER,-1,DEPOT,393.600,531.360,632.318,
R1031PCA,JEUX DE DISQUE AR SCENIC II ,0,,263.000,355.050,422.509,
R168.75,MOYEAU DE ROUE AR QASHQAI J10,0,FA,250.081,337.609,401.754,
VM-306R,RETROVISEUR D ,-2,,41.887,41.887,49.845,
265551978R,FEU AR LOGAN MCV G NM,0,F**,176.000,237.600,282.744,
TRK0003,BIELLE SUSP MEGANE II *PM*,0,4F*,16.286,21.986,26.163,
7701477187X,AILE AV MEGANE II D,0,DEPOT*,47.837,64.579,76.849,
LY01B4001M1L,OPTIQUE HYUNDAI G,0,,139.885,188.844,224.724,
07FL002,PARECHOC AV FLUENCE FACE I,0,DP,147.186,198.701,236.454,
FT190308,PARECHOC AR LOGAN TAXI,0,DEPOT*,98.854,133.452,158.807,
545668G,AMORTISSEUR AV LOGAN,0,19A**,94.900,128.115,152.456,
6PK1123G,COURROIE ALT 6PK1123,0,T**,25.797,34.825,41.441,
ART0011609,4803103,0,,0.000,0.000,0.000,
826864,KIT EMBRAYAGE EXP /R19 /R9 DIESEL,1,FA,241.286,325.736,387.625,
T99112,CARDAN DOKKER /LODGY D,0,,209.980,283.473,337.332,
4PK865H,COURROIE 4PK865,5,T**,25.890,40.129,47.753,
903720184RX,BAGUETTE MAL AR CLIO 4 2013 *NOIR*,1,T**,83.453,112.661,134.066,
FDB4180,PATIN AV MEGANE III /DOKKER,0,2**,53.063,71.635,85.245,
8094,PARECHOC AV MEGANE 4,1,DP,276.888,373.798,444.819,
R139,POMPE A EAU COMPLET ESS,0,10A,135.330,182.695,217.407,
130C17480R,KIT CHAINE 1.4ESS 96D,1,FA,140.767,190.035,226.141,
735624,RADIATEUR D'EAU QASHQAI J11 /KADJAR ESS,0,,0.000,0.000,0.000,
ART0014702,OPTIQUE MASTER II D,0,,0.000,0.000,0.000,
773700,JOINT CACHE SOUPAPE CHIPIE /MEGANE AM,0,7C**,13.499,18.223,21.685,
KD453.02,KIT CHAINE CORSA,0,,93.157,93.157,110.856,
CT7318,CORP THERMOSTAT TCE 1.3,1,8B,146.983,198.427,236.128,
034509,APPAREIL M.GLACE AR G SUP5,0,,36.864,47.923,57.028,
T010170110,AXE TRAIN AR KANGOO NM,0,6DB*,19.801,29.702,35.345,
1110,FILTRE POMPE ESS,-1,,1.950,6.825,8.121,
132079,RELAIS DE CAUFFAGE KANGOO /CLIO,0,,98.914,123.643,147.135,
17-0038,CARDAN EXP /SUP5 G,0,,101.260,126.575,150.624,
212344,CYLINDRE DE ROUE AR CLIO /SYMBOL,0,,17.405,22.627,26.926,
ART0012129,RETROVISEUR TRAFIC II D *MANUEL*,0,,0.000,0.000,0.000,
2950RAA STD,JEUX DE COUSS B R19 /EXP /R9 / MEGANE ESS *STD*,-1,16D*,28.123,37.966,45.179,
3381,SOUPAPE ADM 1.9 I /DCI,4,11C,13.518,18.249,21.716,
4001322,SUPPORT MOTEUR MASTER AM G/D,1,R3**,23.973,39.555,47.070,
407010,MARMITTE AR SUP5/EXP NM,0,,28.107,36.539,43.481,
4532,CYLINDRE DE ROUE AV R4,0,,7.875,11.025,13.119,
506993,POMPE A EAU MEGANE III / FLUENCE/MICRA,0,10A,114.892,155.104,184.573,
5614002,JAUGE RESERVOIR CLIO /SYMBOL II,0,,110.000,187.000,222.530,
615353000,JOINT CULASSE MASTER II/III,1,7C*,51.809,67.352,80.148,
7020,JOINT PAREBRISE AV CLIO NM,-1,,24.555,31.922,37.987,
7700718509X,POULIE ARBR A CAM R19/EXP,0,,49.766,69.672,82.909,
7702253312,LECHE GLACE AR R19 CENTRAL,2,K,9.600,15.360,18.278,
818165,RADIATEUR CLIMATISEUR CLIO III,0,,210.000,273.000,324.870,
8200701114X,TIRETTE CAPOT SYMBOL,0,,17.767,30.204,35.942,
888,COURROIE ALT *5PK890* LUCAS,0,,6.418,12.194,14.510,
BWD303,CYLINDRE DE ROUE CLIO /SYMBOL /DACIA,0,,25.876,33.639,40.030,
23691,SUPPORT MOTEUR MEGANE /LAGUNA /KANGOO,0,,47.985,62.381,74.233,
P1-RSB46-YT2,CERCLE ANTIB SYMBOL II D *CROMÉ*,0,15*,20.434,30.651,36.474,
RCL46,AILE AV CLIO G 2006,0,,59.316,83.042,98.819,
30435,OPTIQUE LOGAN G *COMERCIAL* ,0,,85.566,111.236,132.370,
202283L,OPTIQUE SYMBOL I G,0,DP,129.758,175.173,208.455,
4000770,TRIANGLE TRAFIC II D,0,,86.000,120.400,143.276,
265500023,FEU AR MASTER III D,-1,,104.724,141.377,168.238,
ART0007633,BAGUETTE DE PORTE AV BERLINGO G,0,,0.000,0.000,0.000,
ART0007893,MOTEUR ESUI-GLACE AR,0,,0.000,0.000,0.000,
ART0008157,PORTE BATTANTE AR D ,0,,0.000,0.000,0.000,
623107373R,CALANDRE DOKKER FACE II,-1,T*,247.580,334.233,397.737,
6PK1825,COURROIE ALT *6PK1825*,0,,0.000,0.000,0.000,
1438111,PARECHOC AV CLIO III FACE II *VIDE*,0,DP,192.367,259.695,309.037,
851060,JOINT CACHE SOUPAPE 1.9DCI,1,7B*,23.276,31.422,37.392,
58148,RADIATEUR D'EAU CLIO /KANGOO,0,DP,98.932,143.451,170.706,
ART0009801,LUNETTE AR SYMBOL.,0,,0.000,0.000,0.000,
RX26212,TENDEUR DE CHAINE SAFRANE,0,,25.499,34.423,40.963,
92509,RADIATEUR D'EAU CLIO /KANGOO,0,DP,119.992,161.989,192.766,
104594,AMORTISSEUR AR GRAND PUNTO,0,,61.300,82.755,98.478,
24-0531,POMPE A EAU EXP /R19 /R9 /SUP5 DIESEL,1,10B,64.023,86.431,102.852,
4001493,SILENTBLOC TRIANGLE CHIPIE *AVEC LEVRE*,0,R13**,5.969,8.058,9.589,
390951Z,COURROIE DE CHAINE 95D CLIO ENERGIE ,0,3**,17.499,45.497,54.141,
2704030,CONTRE SUPPORT MEGANE III /SCENIC,0,,68.601,92.611,110.207,
20-09925,ROTULE DIRECTION MASTER II/III G,0,4A**,24.319,32.830,39.067,
4183 ,SUPPORT MOTEUR D LAGUNA AM 2.2,0,,68.257,92.146,109.653,
MK9692D,KIT EMBRAYAGE MICRA K13,0,F**,177.320,239.382,284.864,
CR35000S,RADIATEUR D'EAU CLIO /KANGOO DCI,1,DP,171.499,231.523,275.512,
165571618RX,FILTRE GASOIL MEGANE 4 +COUVERCLE,0,2**,105.042,141.806,168.749,
8105,PAREBOUE AV CLIO 4 /CAPTUR G,0,DP,23.683,31.972,38.046,
HPAF6797,FILTRE GASOIL DOKKER *COMPLET*,1,13/BUREAU,116.951,157.883,187.880,
0845040000,JEUX DE SEGMENT Q72.2 *1.2X1.5X2* CLIO TCE,0,11A,238.412,321.856,383.008,
NI-SB-15538,SILENTBLOC TRIANGLE QASHQAI J11 *PM*,2,R16**,33.998,45.897,54.617,
OP9524903,OPTIQUE MASTER II D,0,,290.251,391.838,466.287,
793841-00-4,JEUX DE SEGMENT Q79.50 *1.5X1.5X2.5*,0,11A,133.614,180.378,214.649,
7PK1637,COURROIE ALT 6PK1637,2,T**,34.321,46.333,55.136,
110607087R,CORP THERMOSTAT TCE 1.3,0,,0.000,0.000,0.000,
034514,APPAREIL M.GLACE AV D R21,0,,42.739,55.561,66.117,
10177900,JOINT CULASSE DCI NM,0,,52.820,58.102,69.141,
11106900,JOINT CACHE SOUPAPE CLASSIC,0,,21.150,27.495,32.719,
1321,LAMPE 12V5,-7,,0.420,0.546,0.649,
17-0039,CARDAN EXP /SUP5 D,0,,89.450,111.813,133.057,
212390,CYLINDRE DE ROUE CLIO *MONTAGE BOSCH*,0,2*,36.149,48.801,58.073,
247151,POMPE ESSENCE R19 CHAMA/R21,0,,39.215,49.019,58.332,
2950RAA 0.75,JEUX DE COUSS B 0.75,-1,,20.000,30.000,35.700,
33810,MANO TEMP CLIO /MEGANE,0,,21.285,27.671,32.928,
4001325,TOC AMORTISSEUR R21,-2,,28.977,37.670,44.827,
407022,MARMITTE AR CLIO CHIPIE,0,,38.788,50.424,60.004,
4533,CYLINDRE DE ROUE AV R4,0,,7.875,11.813,14.057,
507610,PATIN AV SUP5/EXP,0,,16.389,21.306,25.354,
561997CH,JEUX DE DISQUE AV CLIO /KANGOO *GM*,0,1,119.135,160.832,191.390,
6164164,RETROVISEUR CLIO II G *MANUEL*,0,*,36.992,49.939,59.427,
1452710,GRILLE PARECHOC CLIO 4 FACE II,0,T**,87.955,118.739,141.299,
7700720854,CERCLIP B.V CLIO /SYMBOL,0,,11.518,17.277,20.559,
7703002705,BOULON DE CARTEUR CLIO /KANGOO DIESEL,0,,3.000,3.750,4.462,
818878,RADIATEUR TURBO MEGANE III /FLUENCE,0,DP,276.702,373.547,444.520,
8200702693,BOBINE ALUMAGE CLASSIC N.NM,2,FA,109.950,148.432,176.634,
88947,OPTIQUE CLIO III FACE I G *CROMEE*,0,DEPOT*,391.000,527.850,628.141,
BY030,JOINT CULASSE Q79.5 CLASSIC AM/MEGANE AM ESS,0,7C**,41.250,55.687,66.267,
23751,SUPPORT MOTEUR D CLIO II /SYMBOL,0,,62.850,87.990,104.708,
P1-RSB46 YT,GRILLE PARECHOC SYMBOL II D ,0,*,22.596,36.154,43.023,
RCL47,PARECHOC AR CLIO III 05-----09,-1,,138.500,207.750,247.222,
30450,ROULEMENT AR *12025*,0,,18.981,26.573,31.621,
MGA952470,TIRAN DE PORTE AR SYMBOL I /CLIO,0,,24.997,42.494,50.567,
2209004,TRIANGLE R9 D,0,,33.816,50.724,60.361,
SC-03300,PARECHOC AR SCENIC II FACE II,0,,313.875,408.037,485.564,
ART0007634,BAGUETTE D'AILE AR G ,-1,,0.000,0.000,0.000,
ART0007894,JOINT MAL,0,,0.000,0.000,0.000,
ART0008158,PORTE BATTANT AR G ,0,,0.000,0.000,0.000,
173003,AILE AV ASTRA G D 98-03,0,,65.719,65.719,78.205,
04592,SUPPORT B.V LAGUNA I ,1,4D1,46.772,63.142,75.138,
KR-415,CATADIOPTRE AR CLIO III D,0,18D**,20.609,37.096,44.144,
ART0009266,BOUTON LEVE VITRE.,-4,,0.000,0.000,0.000,
22-0546-0,PATIN AR MASTER II,0,2**,37.178,50.190,59.726,
SYMBOLRWHX,LUNETTE AR SYMBOL I ,0,,110.999,149.848,178.319,
6341229,CACHE RETROVISEUR LAGUNA II G,0,15B*,35.490,47.911,57.014,
ART0010318,PAREHUILE SEMI ARBERE,0,,0.000,0.000,0.000,
WP802,FILTRE HABITACLE MEGANE II,0,1*,15.124,20.417,24.296,
6PK1138K,COURROIE ALT 6PK1138,0,T**,14.870,20.074,23.888,
VW13B03140N,MOULURE PARECHOC AR POLO7,0,,63.825,102.120,121.522,
02060 ,BIELLE SUSP CLIO III /CLIO 4 /MICRA /CAPTURE,-1,2F,15.259,20.599,24.512,
M511221,FEU AR SYMBOL II G ,0,**,39.884,53.843,64.073,
20-09926,ROTULE DIRECTION MASTER II/III D,0,4A**,24.319,32.830,39.067,
T0109177012,CHARNIERE DE PORTE AV CLIO /SYMBOL,1,7E2**,40.764,55.031,65.486,
265552463R,FEU AR KWID G,1,BUREAU,182.340,273.510,325.476,
138139,CAPTEUR KM,0,11B**,35.720,48.222,57.384,
470017,MOTEUR VENTILATEUR MEGANE 4 ,0,DP,259.665,350.547,417.150,
3525,BAGUETTE DE PORTE AR CLIO 98 G,2,K**,16.575,24.862,29.585,
SYRN0601L,PORTE AV SYMBOL II G,1,DP,499.854,749.781,892.239,
05-1136,MAITRE CYLINDRE JUKE,0,,0.000,0.000,0.000,
872172,PATIN AR MASTER III,1,12A,54.998,74.247,88.353,
55111A4LL,OPTIQUE KANGOO III G 2014---- ,0,,342.825,462.813,550.747,
7701208754,SUPPORT AILE CLIO III *JEUX*,0,,25.649,34.626,41.204,
CRX1812,BLOCUS VOLANT +2 BARILLET KANGO,0,,84.357,113.881,135.518,
05P1475,PATIN AV C4,0,,41.527,41.527,49.417,
034515,APPAREIL M.GLACE AV G R21,0,,42.739,55.561,66.117,
10180812,SERRURE MAL AR CLIO /SYMBOL,0,,16.851,25.277,30.079,
1111,FEU AR TRAFIC AM G/D,0,,23.274,32.584,38.774,
13212,EAU RADIATEUR FORMULE'H,5,14**,3.939,7.287,8.671,
17-0041,CARDAN R9/R11 G,0,BUREAU,83.328,104.160,123.950,
